running_number,created_at,updated_at,district,subdistrict,province,days_waiting,hours_waiting,location_name,location_other,status_text
HDY68-1124-0078,2025-11-24 07:45:20,2025-11-24 07:45:20,หาดใหญ่,หาดใหญ่,สงขลา,1.72,41.4,,"#ขอความช่วยเหลือ บริเวณซอยสันติราษฏร์ 1-2-3 ค่ะ หลังโรงเรียนพลวิทยา ตอนนี้ยังไม่มีหน่วยงานไหนเข้าช่วยเหลือเลยค่ะ มีคนติดอยู่ 60 คน น้ำขึ้นสูงถึงชั้น2แล้วค่ะ

❌❌น้องป่วยตั้งแต่วันที่ 21/11 ยังไม่ได้ไปหาหมอ ❌❌ อยู่หอคนเดียว ซีเอ็ม แมนชั่น 2 (สันติราษฎร์ ซอย1) ต้องการอพยพ

#ช่วยน้องด้วยนะคะ

พิกัด : ซีเอ็มแมนชั่น2

โซนหลังโรงเรียนพลขาดอาหารและน้ำดื่มทั้งหมดเลยค่ะ ไม่มีเจ้าหน้าที่เข้าไปเลยค่ะ #ช่วยเหลือโซนนี้หน่อยนะคะ 🙏🏻🙏🏻🙏🏻",รอการช่วยเหลือ
HDY68-1124-0079,2025-11-24 07:58:51,2025-11-24 07:58:51,หาดใหญ่,คอหงส์,สงขลา,1.71,41.1,,หาเรือเข้าไปรับผู้สูงอายุ1คน และเเม่ (คุณยายกับคุณแม่ที่มีโรคประจำตัวหอบหืดและคุณยายเดินไม่สะดวกเนื่องจากผ่าตัดหัวเข่า),รอการช่วยเหลือ
HDY68-1124-0080,2025-11-24 08:00:03,2025-11-24 08:00:03,หาดใหญ่,หาดใหญ่,สงขลา,1.71,41.1,,เบอร์​สำรอง​ 0980946633,รอการช่วยเหลือ
HDY68-1124-0081,2025-11-24 08:01:15,2025-11-24 08:01:15,หาดใหญ่,คอหงส์,สงขลา,1.71,41.1,,"ที่บ้านอยู่กัน 2 คน ไม่มีน้ำ ไม่มีอาหาร
ไม่สามารถหนีออกมาได้ ต้องให้เรือเข้าไปรับค่ะ",รอการช่วยเหลือ
HDY68-1124-0082,2025-11-24 08:16:15,2025-11-24 08:16:15,หาดใหญ่,ทุ่งใหญ่,สงขลา,1.7,40.9,,รบกวนช่วยด้วยนะครับ,รอการช่วยเหลือ
HDY68-1124-0083,2025-11-24 08:19:02,2025-11-24 08:19:02,หาดใหญ่,น้ำน้อย,สงขลา,1.7,40.8,,เอาอาหารไปให้ทุกคนในซอย น้ำน่าจะประมาณเอวค่ะ ตอนนี้น้ำวูงกว่าลูกหนำแล้ว ตัวคนแจ้งไม่ได้อยู่ที่บ้านนะคะ หนูออกมาอยู่ข้าวนอกแล้ว รบกวนด้วยค่ะ🙏🏻🙏🏻,รอการช่วยเหลือ
HDY68-1124-0084,2025-11-24 08:27:12,2025-11-24 08:27:12,หาดใหญ่,คอหงส์,สงขลา,1.69,40.7,,"วันนี้วันที่3แล่ว มีคนแก่ 2 คนติดอยู่ในบ้านกับเด็ก 6 ขวบ แบตเตอรี่ทุกคนหมดคาดว่าของย่าน่าจะหมดแล้วเพราะตอนนี้ติดต่อไม่ได้คะ ระดับน้ำสูงขึ้นเรื่อยๆคะตอนนี้ 🙏
อพยพออกได้ยิ่งดีคะ📌",รอการช่วยเหลือ
HDY68-1124-0085,2025-11-24 08:36:43,2025-11-24 08:36:43,หาดใหญ่,หาดใหญ่,สงขลา,1.69,40.5,,,รอการช่วยเหลือ
HDY68-1124-0086,2025-11-24 08:37:26,2025-11-24 08:37:26,หาดใหญ่,คอหงส์,สงขลา,1.69,40.5,,,รอการช่วยเหลือ
HDY68-1124-0087,2025-11-24 08:46:56,2025-11-24 08:46:56,หาดใหญ่,คอหงส์,สงขลา,1.68,40.3,,,รอการช่วยเหลือ
HDY68-1124-0088,2025-11-24 08:47:03,2025-11-24 08:47:03,หาดใหญ่,ควนลัง,สงขลา,1.68,40.3,,ไม่มีอาหาร เด็กไม่สบาย3วันแล้วไม่มียา มีผู้ป่วยเป็นโรคไต ขาดแคลนนอาหารมากๆ มีผู้ป่วยต้องการอพยพค่ะ ไม่มีเจ้าหน้าที่เข้าถึงเลยค่ะ,รอการช่วยเหลือ
HDY68-1124-0089,2025-11-24 08:48:22,2025-11-24 08:48:22,หาดใหญ่,ควนลัง,สงขลา,1.68,40.3,,ต้องการอพยพ หลายครัวเรือน บางบ้านน้ำเข้าชั้น2,รอการช่วยเหลือ
HDY68-1124-0090,2025-11-24 08:56:44,2025-11-24 08:56:44,หาดใหญ่,ควนลัง,สงขลา,1.67,40.2,,"ช่วยอพยพด้วยค่ะ
3/1 ถ.จันทคาร2 หาดใหญ่",รอการช่วยเหลือ
HDY68-1124-0091,2025-11-24 09:02:04,2025-11-24 09:02:04,หาดใหญ่,ควนลัง,สงขลา,1.67,40.1,,"ขอความช่วยเหลือ หน่อย ครับ ติดต่อภรรยา เเละลูกไม่ได้ ครับ ไม่รู้ติดอยู่ในบ้าน อีกไหม  2-3 วัน แล้ว ครับ   ช่วยเหลือนะ ครับ เป็นห่วงเรื่องอาหาร มีเด็ก ด้วยครับ  ไม่มีหน่วยงานไหน เข้าไปช่วยที ครับ ภรรยาติดต่อมา ติดในบ้าน 5คน และ ในหมู่บ้านเป็น 10 คน ครับ 

หมู่บ้านพฤกษา หาดใหญ่ 35/1 ม.2 ถ.เลียบคลองชลประทาน ตำบลควนลัง อ.หาดใหญ่ จ.สงขลา 0986691824",รอการช่วยเหลือ
HDY68-1124-0092,2025-11-24 09:10:44,2025-11-24 09:10:44,หาดใหญ่,คอหงส์,สงขลา,1.66,39.9,,ผู้หญิงวัยทำงานอายุ 24  ปี ติดอยู่คนเดียวค่ะ ขอความช่วยเหลือด้วยนะคะ ขอความกรุณาด้วยค่ะ น้ำมาเร็วมากค่ะ ตอนนี้พักที่ชั้น 3 เลขห้องเลขที่ 208 ค่ะ,รอการช่วยเหลือ
HDY68-1124-0093,2025-11-24 09:12:42,2025-11-24 09:12:42,หาดใหญ่,หาดใหญ่,สงขลา,1.66,39.9,,ผู้ป่วย1 คนชรา1 ผู้ใหญ่2 เด็ก3 ระดับน้ำเกือบถึงชั้นสอง,รอการช่วยเหลือ
HDY68-1124-0094,2025-11-24 09:16:00,2025-11-24 09:16:00,หาดใหญ่,คอหงส์,สงขลา,1.66,39.9,,ผู้สูงอายุ 70 ปีตอนนี้อยู่บนหลังคาไม่มีข้าว น้ำ มา 3 วัน ต้องการอพยพด่วน,รอการช่วยเหลือ
HDY68-1124-0095,2025-11-24 09:28:57,2025-11-24 09:28:57,หาดใหญ่,ควนลัง,สงขลา,1.65,39.6,,ในพื้นที่ติดต่อไม่ได้ น้ำท่วมสูงมาก ผู้ใหญ่สองคน,รอการช่วยเหลือ
HDY68-1124-0096,2025-11-24 09:30:29,2025-11-24 09:30:29,หาดใหญ่,หาดใหญ่,สงขลา,1.65,39.6,,น้ำท่วมมิดชั้น 1 ต้องการอพยพด่วน,รอการช่วยเหลือ
HDY68-1124-0097,2025-11-24 09:35:09,2025-11-24 09:35:09,หาดใหญ่,คอหงส์,สงขลา,1.65,39.5,,ต้องการอพยพเด็ก 3 ขวบ 1คน 1 ขวบ 1คน ผู้ใหญ่ 2คน ติดที่บ้านชั้นครึึ่งถนนประชาอุทิศ คลองหวะ โดนตัดน้ำตัดไฟตั้งแต่วันที่21 แล้วค่ะ ข้างบ้านติดกันมีเด็ก5เดือน 1คน เด็กประมาณ 10 ขวบ 1คน ผู้ใหญ่ 2คน ตอนนี้ชั้นล่างน้ำท่วมมิดแล้วค่ะ (ตอนนี้น้ำท่วมถึงหลังคากันสาดสีเขียวแล้วค่ะ) เบอร์ติดต่อ 0856285213 / 0924689323 ค่ะ,รอการช่วยเหลือ
HDY68-1124-0098,2025-11-24 09:43:31,2025-11-24 09:43:31,หาดใหญ่,คอหงส์,สงขลา,1.64,39.4,,ผู้ใหญ่ 3 สูงอายุ 1 เด็ก 5 ขวบ 1,รอการช่วยเหลือ
HDY68-1124-0099,2025-11-24 09:48:08,2025-11-24 09:48:08,หาดใหญ่,ควนลัง,สงขลา,1.64,39.3,,"🆘 รบกวนขอความช่วยเหลือค่ะ หมู่บ้านคุรุสภา บ้านเลขที่ 3 หมู่บ้านคุรุสภา ซอย 2 หมู่ที่ 1 ต.ควนลัง หาดใหญ่ 

ตอนนี้น้ำสูงจะขึ้นถึงชั้น 2 ที่บ้านมีผู้สูงอายุ 1 ผู้ใหญ่ 2 หมา 1 แบตหมดติดต่อไม่ได้

พิกัด: หมู่บ้านคุรุสภา บ้านเลขที่ 3 หมู่บ้านคุรุสภา ซอย 2 หมู่ที่ 1 ต.ควนลัง หาดใหญ่
https://maps.app.goo.gl/3eVjshyiKMc77Lm48?g_st=ipc@",รอการช่วยเหลือ
